,host_is_superhost,neighbourhood_cleansed,room_type,accommodates,bathrooms_text,bedrooms,beds,price,minimum_nights,maximum_nights,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count
5811,f,Beyoglu,Private room,2,1 private bath,1.0,1.0,$169.00,1,1125,8.0,10.0,10.0,10.0,10.0,10.0,t,4
5812,t,Beykoz,Private room,2,1 private bath,1.0,1.0,$95.00,1,28,9.0,8.0,9.0,9.0,9.0,8.0,t,4
5813,f,Sisli,Private room,2,2 shared baths,1.0,2.0,$100.00,1,30,10.0,10.0,10.0,10.0,9.0,10.0,t,1
5814,f,Beyoglu,Entire home/apt,4,1 bath,2.0,3.0,$571.00,6,1125,9.0,7.0,9.0,10.0,10.0,8.0,t,1
5815,t,Kadikoy,Entire home/apt,8,1.5 baths,3.0,3.0,$650.00,2,1125,10.0,9.0,10.0,10.0,10.0,9.0,f,7
5816,f,Besiktas,Entire home/apt,2,1 bath,1.0,1.0,$150.00,30,1125,,,,,,,t,1
5817,f,Eyup,Entire home/apt,7,1 bath,2.0,1.0,"$1,485.00",2,1125,10.0,8.0,10.0,10.0,8.0,8.0,t,1
5818,f,Sisli,Entire home/apt,3,1 bath,1.0,1.0,$450.00,6,365,9.0,7.0,9.0,9.0,10.0,9.0,t,1
5819,t,Buyukcekmece,Entire home/apt,5,1 bath,1.0,2.0,$241.00,2,1125,,,,,,,f,5
5820,f,Kadikoy,Shared room,1,1 shared bath,1.0,1.0,$143.00,1,1125,,,,,,,t,1
5821,f,Sisli,Private room,2,1 shared bath,1.0,1.0,$124.00,1,15,9.0,10.0,10.0,9.0,10.0,10.0,f,2
5822,f,Beykoz,Entire home/apt,10,6 baths,4.0,4.0,"$7,500.00",30,1125,,,,,,,f,1
5823,t,Sisli,Entire home/apt,3,1 bath,1.0,1.0,$464.00,1,1125,10.0,9.0,10.0,10.0,10.0,9.0,t,2
5824,f,Beyoglu,Private room,1,1 shared bath,,1.0,$124.00,1,3,,,,,,,t,1
5825,f,Beyoglu,Private room,2,1 private bath,1.0,1.0,$190.00,1,31,,,,,,,t,16
5826,f,Fatih,Entire home/apt,3,1 bath,1.0,2.0,$300.00,15,1125,10.0,9.0,10.0,10.0,10.0,10.0,f,7
5827,f,Sariyer,Shared room,1,1 shared bath,1.0,1.0,$80.00,1,1125,,,,,,,t,1
5828,f,Bakirkoy,Private room,2,1 shared bath,1.0,2.0,$228.00,2,7,,,,,,,t,1
5829,f,Fatih,Entire home/apt,2,1 bath,1.0,1.0,$300.00,15,120,10.0,10.0,10.0,10.0,8.0,10.0,f,7
5830,f,Besiktas,Private room,1,1 shared bath,,1.0,$190.00,2,1125,,,,,,,t,1
5831,f,Besiktas,Entire home/apt,2,1 bath,1.0,1.0,$352.00,30,300,10.0,10.0,10.0,10.0,10.0,10.0,t,10
5832,f,Besiktas,Private room,2,1.5 baths,1.0,1.0,$282.00,1,1125,,,,,,,t,1
5833,f,Uskudar,Shared room,1,1 shared bath,1.0,1.0,$70.00,2,3,,,,,,,f,1
5834,t,Sisli,Private room,2,1 shared bath,1.0,1.0,$97.00,2,35,10.0,10.0,10.0,10.0,9.0,10.0,t,1
5835,f,Esenyurt,Entire home/apt,2,1 bath,,1.0,$337.00,1,1125,,,,,,,t,6
5836,f,Sisli,Private room,1,1 shared bath,1.0,2.0,$114.00,3,45,10.0,10.0,10.0,10.0,10.0,10.0,t,1
5837,f,Beyoglu,Private room,1,3.5 shared baths,1.0,1.0,$80.00,1,1125,9.0,9.0,10.0,10.0,10.0,9.0,f,5
5838,f,Beyoglu,Private room,1,1 private bath,1.0,1.0,$80.00,1,1125,,,,,,,t,1
5839,f,Sisli,Entire home/apt,5,1 bath,2.0,5.0,$805.00,31,31,,,,,,,t,3
5840,f,Beyoglu,Private room,4,1 shared bath,1.0,0.0,$247.00,1,33,,,,,,,f,4
5841,f,Besiktas,Private room,2,1 shared bath,1.0,1.0,$160.00,1,7,,,,,,,t,1
5842,f,Besiktas,Entire home/apt,3,1 bath,1.0,1.0,$241.00,3,1125,8.0,8.0,10.0,10.0,8.0,7.0,f,2
5843,f,Beyoglu,Entire home/apt,2,1 bath,1.0,1.0,$122.00,1,1125,9.0,9.0,9.0,9.0,9.0,9.0,t,6
5844,f,Beyoglu,Shared room,1,1 shared bath,1.0,1.0,$100.00,1,1,,,,,,,t,1
5845,t,Beyoglu,Entire home/apt,3,1 bath,1.0,1.0,$238.00,3,1125,10.0,10.0,10.0,10.0,10.0,10.0,f,2
5846,f,Sisli,Entire home/apt,6,1 bath,3.0,3.0,$563.00,30,360,,,,,,,t,2
5847,f,Beyoglu,Entire home/apt,4,1.5 baths,2.0,3.0,$604.00,3,1125,9.0,9.0,9.0,10.0,9.0,9.0,t,2
5848,f,Sariyer,Private room,3,1 bath,1.0,1.0,$100.00,1,1125,,,,,,,f,1
5849,f,Sisli,Hotel room,3,1 bath,1.0,1.0,$750.00,2,1125,2.0,2.0,2.0,2.0,2.0,2.0,t,22
5850,f,Sisli,Entire home/apt,4,1 bath,1.0,2.0,$333.00,2,30,9.0,9.0,10.0,9.0,10.0,9.0,t,14
5851,f,Sisli,Entire home/apt,3,1 bath,1.0,2.0,$299.00,2,30,9.0,9.0,10.0,9.0,9.0,9.0,t,14
5852,f,Sile,Entire home/apt,12,3 baths,5.0,9.0,$700.00,3,1125,,,,,,,t,1
5853,f,Kadikoy,Entire home/apt,4,1 bath,1.0,2.0,$190.00,45,1100,10.0,10.0,10.0,10.0,10.0,10.0,f,16
5854,f,Maltepe,Private room,3,1 shared bath,2.0,3.0,$150.00,1,30,10.0,10.0,10.0,10.0,10.0,10.0,f,2
5855,f,Maltepe,Entire home/apt,2,1 bath,1.0,1.0,$650.00,1,30,,,,,,,f,2
5856,f,Sisli,Entire home/apt,4,1 bath,1.0,1.0,"$1,037.00",2,365,,,,,,,t,3
5857,f,Maltepe,Entire home/apt,2,1 bath,,1.0,$337.00,10,93,,,,,,,f,2
5858,f,Beyoglu,Private room,4,1 shared bath,2.0,2.0,$181.00,2,1125,,,,,,,t,1
5859,f,Beyoglu,Private room,1,1 shared bath,1.0,1.0,$120.00,1,1125,,,,,,,f,7
5860,f,Beyoglu,Private room,2,1 private bath,1.0,1.0,$334.00,1,1125,9.0,9.0,9.0,9.0,10.0,9.0,f,31
5861,f,Eyup,Private room,2,1 shared bath,1.0,1.0,$125.00,1,10,,,,,,,t,1
5862,f,Adalar,Entire home/apt,3,1 bath,1.0,2.0,$399.00,90,100,10.0,9.0,10.0,10.0,10.0,10.0,f,2
5863,f,Kucukcekmece,Entire home/apt,3,1 bath,1.0,1.0,$399.00,3,1125,,,,,,,f,1
5864,f,Kadikoy,Private room,2,1 shared bath,,1.0,$70.00,7,90,,,,,,,f,1
5865,f,Bayrampasa,Private room,1,1 shared bath,1.0,0.0,$150.00,2,30,10.0,10.0,10.0,10.0,10.0,10.0,f,1
5866,t,Sisli,Private room,2,1 shared bath,1.0,1.0,$218.00,2,1125,10.0,10.0,10.0,10.0,10.0,10.0,f,3
5867,f,Sisli,Entire home/apt,2,1 bath,1.0,1.0,$189.00,1,1125,9.0,9.0,9.0,9.0,10.0,9.0,t,25
5868,f,Uskudar,Entire home/apt,6,1 bath,3.0,5.0,"$1,548.00",3,1125,9.0,9.0,10.0,10.0,8.0,9.0,t,1
5869,f,Sisli,Entire home/apt,2,1 bath,1.0,1.0,$189.00,1,1125,9.0,9.0,9.0,9.0,9.0,8.0,t,25
5870,t,Beyoglu,Entire home/apt,4,1.5 baths,3.0,5.0,$650.00,3,30,10.0,9.0,10.0,9.0,10.0,9.0,t,1
5871,f,Maltepe,Shared room,1,1 shared bath,1.0,1.0,$204.00,1,7,,,,,,,t,1
5872,f,Fatih,Private room,3,1 private bath,1.0,2.0,$153.00,1,1125,9.0,9.0,10.0,10.0,9.0,9.0,f,5
5873,f,Sisli,Entire home/apt,4,1 bath,1.0,1.0,$636.00,5,1125,,,,,,,f,7
5874,f,Beyoglu,Hotel room,2,1 bath,,1.0,$165.00,1,120,7.0,7.0,9.0,9.0,10.0,5.0,t,16
5875,f,Umraniye,Private room,1,1 shared bath,1.0,1.0,$150.00,1,1125,,,,,,,t,1
5876,f,Uskudar,Private room,2,1.5 shared baths,1.0,1.0,$289.00,1,7,,,,,,,t,1
5877,f,Besiktas,Private room,2,2 shared baths,1.0,1.0,$120.00,1,30,9.0,9.0,9.0,10.0,10.0,10.0,f,1
5878,f,Besiktas,Private room,2,1 shared bath,1.0,1.0,$190.00,1,1125,,,,,,,t,1
5879,f,Bakirkoy,Entire home/apt,4,2 baths,2.0,4.0,$250.00,2,1125,10.0,10.0,10.0,10.0,10.0,10.0,t,1
5880,t,Kadikoy,Private room,2,1 shared bath,1.0,1.0,$333.00,25,120,10.0,9.0,10.0,10.0,10.0,10.0,f,1
5881,f,Uskudar,Private room,1,1 shared bath,,1.0,$122.00,1,1125,,,,,,,t,2
5882,f,Umraniye,Private room,2,1 private bath,1.0,1.0,$500.00,1,1125,,,,,,,t,1
5883,f,Beyoglu,Private room,2,1.5 shared baths,1.0,1.0,$122.00,1,1125,10.0,9.0,10.0,10.0,10.0,10.0,t,6
5884,f,Beyoglu,Private room,2,1.5 shared baths,1.0,1.0,$154.00,1,1125,10.0,10.0,10.0,10.0,10.0,10.0,t,6
5885,f,Esenyurt,Private room,3,1.5 shared baths,2.0,3.0,$200.00,1,1125,10.0,10.0,10.0,10.0,9.0,10.0,f,1
5886,f,Kadikoy,Entire home/apt,6,1 bath,3.0,5.0,$722.00,3,30,,,,,,,t,1
5887,f,Sisli,Entire home/apt,2,1 bath,1.0,1.0,$179.00,1,1125,9.0,9.0,10.0,10.0,10.0,9.0,t,25
5888,f,Sisli,Private room,1,1 private bath,1.0,1.0,$200.00,1,30,,,,,,,f,1
5889,t,Fatih,Entire home/apt,7,1 bath,2.0,4.0,$525.00,1,1125,9.0,9.0,10.0,10.0,10.0,10.0,f,7
5890,f,Esenyurt,Private room,2,1 shared bath,1.0,2.0,$880.00,1,1125,,,,,,,f,1
5891,f,Sisli,Private room,2,1 shared bath,1.0,1.0,$102.00,2,1125,,,,,,,t,1
5892,f,Beyoglu,Entire home/apt,4,2 baths,2.0,2.0,"$1,427.00",21,360,,,,,,,f,3
5893,t,Sisli,Entire home/apt,6,2 baths,3.0,5.0,$644.00,3,1125,10.0,10.0,10.0,10.0,10.0,10.0,t,3
5894,f,Fatih,Private room,2,1 private bath,1.0,1.0,$646.00,1,60,9.0,9.0,10.0,10.0,10.0,9.0,f,2
5895,f,Sisli,Entire home/apt,3,1 bath,,1.0,$547.00,5,1125,9.0,9.0,7.0,8.0,10.0,8.0,f,7
5896,f,Beyoglu,Private room,4,1 private bath,1.0,1.0,$466.00,1,90,,,,,,,t,7
5897,f,Bakirkoy,Private room,2,1 private bath,1.0,1.0,$244.00,4,30,,,,,,,f,1
5898,f,Zeytinburnu,Private room,2,1 shared bath,,2.0,$80.00,15,1125,,,,,,,t,1
5899,t,Fatih,Entire home/apt,5,1 bath,2.0,3.0,$500.00,2,1125,10.0,10.0,10.0,10.0,10.0,10.0,t,2
5900,f,Kadikoy,Private room,1,1 shared bath,1.0,1.0,$120.00,7,60,,,,,,,t,1
5901,f,Beyoglu,Private room,1,1 shared bath,1.0,1.0,$100.00,2,1125,,,,,,,t,1
5902,t,Kadikoy,Private room,1,1 private bath,1.0,1.0,$95.00,3,31,10.0,10.0,10.0,10.0,10.0,10.0,t,1
5903,t,Kadikoy,Private room,2,1 shared bath,1.0,2.0,$145.00,2,30,10.0,9.0,9.0,10.0,10.0,10.0,f,1
5904,f,Beyoglu,Shared room,2,1 shared bath,1.0,2.0,$143.00,1,1125,9.0,8.0,10.0,9.0,10.0,9.0,f,17
5905,t,Sisli,Private room,2,2 baths,1.0,1.0,$483.00,3,1125,10.0,10.0,10.0,10.0,10.0,10.0,f,3
5906,f,Besiktas,Entire home/apt,8,2 baths,3.0,8.0,"$1,811.00",7,28,,,,,,,t,7
5907,t,Kadikoy,Entire home/apt,4,1 bath,1.0,2.0,$209.00,28,1125,10.0,10.0,10.0,10.0,10.0,10.0,f,2
5908,f,Sariyer,Private room,2,1 shared bath,1.0,1.0,$80.00,1,1125,10.0,10.0,10.0,10.0,10.0,10.0,t,1
5909,t,Beyoglu,Entire home/apt,3,1 bath,1.0,2.0,$209.00,5,1125,10.0,10.0,10.0,10.0,10.0,10.0,t,7
5910,f,Beyoglu,Private room,1,1 shared bath,1.0,1.0,$85.00,3,1125,10.0,10.0,10.0,10.0,10.0,10.0,f,1
5911,f,Bakirkoy,Private room,1,1 private bath,1.0,1.0,$70.00,5,90,,,,,,,t,22
5912,f,Sariyer,Entire home/apt,8,2 baths,3.0,4.0,$818.00,2,1125,8.0,8.0,9.0,9.0,8.0,8.0,f,1
5913,f,Beyoglu,Entire home/apt,4,1 bath,1.0,1.0,$714.00,2,30,,,,,,,f,27
5914,f,Beyoglu,Private room,2,1 private bath,1.0,1.0,$151.00,1,1125,10.0,9.0,10.0,10.0,10.0,9.0,f,10
5915,f,Beyoglu,Hotel room,3,1 bath,1.0,1.0,$147.00,1,1125,9.0,9.0,9.0,10.0,10.0,9.0,t,10
5916,f,Zeytinburnu,Entire home/apt,3,1 bath,1.0,6.0,$300.00,1,1125,10.0,10.0,10.0,9.0,10.0,10.0,t,4
5917,f,Beyoglu,Hotel room,4,1 bath,,2.0,$328.00,1,1125,10.0,9.0,10.0,10.0,10.0,10.0,t,10
5918,f,Sisli,Private room,4,1 shared bath,1.0,4.0,$175.00,1,90,10.0,10.0,10.0,10.0,9.0,10.0,f,1
5919,f,Besiktas,Private room,1,1 shared bath,1.0,1.0,$85.00,1,1125,,,,,,,f,1
5920,f,Beyoglu,Entire home/apt,2,1 bath,1.0,1.0,$180.00,3,20,10.0,7.0,10.0,9.0,10.0,9.0,f,2
5921,t,Fatih,Entire home/apt,10,1 bath,2.0,4.0,$952.00,1,1125,9.0,9.0,9.0,9.0,9.0,9.0,t,14
5922,f,Fatih,Private room,4,1 private bath,,3.0,$315.00,4,1125,10.0,8.0,10.0,10.0,10.0,7.0,t,1
5923,f,Besiktas,Private room,2,1 shared bath,1.0,1.0,$190.00,1,10,,,,,,,t,1
5924,f,Atasehir,Private room,2,1 shared bath,1.0,1.0,$170.00,1,20,,,,,,,t,1
5925,f,Beyoglu,Private room,3,1.5 shared baths,1.0,1.0,$181.00,1,1125,10.0,10.0,10.0,10.0,10.0,9.0,t,6
5926,f,Kartal,Private room,1,1 shared bath,1.0,1.0,$150.00,1,1125,,,,,,,t,1
5927,f,Uskudar,Private room,2,1 shared bath,1.0,2.0,$144.00,3,1125,,,,,,,t,1
5928,f,Sile,Private room,2,1 private bath,1.0,1.0,$300.00,1,1125,10.0,9.0,10.0,10.0,10.0,9.0,t,2
5929,f,Uskudar,Private room,2,1 private bath,1.0,1.0,$400.00,1,1125,,,,,,,t,1
5930,t,Beyoglu,Entire home/apt,4,1 bath,1.0,1.0,$234.00,2,1124,9.0,9.0,9.0,10.0,9.0,9.0,f,8
5931,f,Besiktas,Entire home/apt,7,1 bath,3.0,7.0,$285.00,5,45,10.0,10.0,10.0,10.0,10.0,10.0,t,1
5932,f,Maltepe,Entire home/apt,12,3 baths,5.0,11.0,"$1,727.00",2,1125,10.0,10.0,10.0,10.0,10.0,9.0,t,6
5933,f,Buyukcekmece,Private room,2,1 shared bath,2.0,1.0,$163.00,2,1125,8.0,10.0,10.0,10.0,10.0,10.0,f,1
5934,f,Sisli,Private room,1,1 shared bath,1.0,2.0,$80.00,7,365,,,,,,,f,3
5935,f,Fatih,Private room,2,1 private bath,1.0,1.0,$571.00,1,30,10.0,8.0,10.0,10.0,10.0,6.0,f,1
5936,f,Esenyurt,Private room,1,1 shared bath,1.0,1.0,$76.00,2,1125,10.0,10.0,10.0,10.0,10.0,10.0,t,1
5937,f,Sisli,Private room,1,1 shared bath,1.0,1.0,$238.00,1,6,,,,,,,t,1
5938,f,Fatih,Private room,2,1 shared bath,1.0,1.0,$143.00,2,1125,9.0,9.0,10.0,9.0,10.0,10.0,f,1
5939,f,Sisli,Private room,6,1 shared bath,4.0,4.0,$400.00,1,1125,10.0,10.0,10.0,10.0,10.0,10.0,f,1
5940,f,Sisli,Entire home/apt,10,2 baths,3.0,3.0,"$2,616.00",3,1125,,,,,,,f,22
5941,f,Beyoglu,Entire home/apt,4,1 bath,1.0,1.0,$398.00,2,500,9.0,9.0,10.0,10.0,10.0,9.0,t,4
5942,f,Beyoglu,Entire home/apt,4,1 bath,1.0,1.0,$366.00,2,500,9.0,9.0,9.0,9.0,10.0,8.0,t,4
5943,f,Beyoglu,Private room,2,1 shared bath,1.0,1.0,$90.00,1,10,10.0,10.0,10.0,10.0,10.0,10.0,f,1
5944,f,Fatih,Private room,3,1 private bath,1.0,2.0,$561.00,1,1125,,,,,,,f,1
5945,f,Beyoglu,Entire home/apt,2,1 bath,1.0,1.0,$761.00,1,7,,,,,,,f,1
5946,f,Besiktas,Entire home/apt,2,1 bath,1.0,1.0,$300.00,2,1125,10.0,9.0,10.0,9.0,10.0,9.0,f,1
5947,f,Fatih,Private room,3,1 private bath,1.0,2.0,$271.00,1,1125,,,,,,,f,1
5948,f,Beyoglu,Entire home/apt,7,1 bath,2.0,7.0,$185.00,2,365,7.0,7.0,7.0,8.0,9.0,7.0,f,7
5949,f,Sisli,Entire home/apt,2,1 bath,1.0,1.0,"$1,713.00",3,1125,,,,,,,f,22
5950,f,Beyoglu,Entire home/apt,3,1 bath,2.0,2.0,$476.00,3,90,10.0,10.0,10.0,10.0,10.0,10.0,t,1
5951,f,Sisli,Private room,2,1 shared bath,,1.0,$52.00,1,1125,,,,,,,f,1
5952,f,Beyoglu,Entire home/apt,2,1 bath,1.0,1.0,$180.00,3,25,,,,,,,t,2
5953,f,Sisli,Entire home/apt,4,1 bath,1.0,1.0,$636.00,5,1125,10.0,9.0,10.0,10.0,10.0,10.0,f,7
5954,f,Uskudar,Private room,2,1 shared bath,1.0,1.0,$289.00,1,1125,,,,,,,t,1
5955,f,Sisli,Shared room,2,1 shared bath,1.0,1.0,$100.00,2,1125,,,,,,,t,1
5956,f,Sile,Entire home/apt,12,3 baths,6.0,5.0,"$1,929.00",3,1125,,,,,,,t,22
5957,f,Esenyurt,Entire home/apt,5,1 bath,1.0,3.0,$300.00,1,1125,9.0,5.0,10.0,10.0,8.0,9.0,t,5
5958,f,Esenyurt,Entire home/apt,4,1 bath,1.0,1.0,$220.00,1,1125,,,,,,,f,5
5959,f,Sariyer,Private room,2,1 bath,,1.0,$204.00,3,40,,,,,,,t,1
5960,f,Besiktas,Entire home/apt,2,1 bath,2.0,2.0,$400.00,1,1125,10.0,9.0,10.0,10.0,10.0,10.0,f,1
5961,f,Fatih,Shared room,1,1 shared bath,1.0,1.0,$80.00,1,1125,9.0,8.0,10.0,10.0,9.0,9.0,f,1
5962,t,Beyoglu,Entire home/apt,2,1.5 baths,1.0,1.0,"$1,060.00",5,1125,10.0,10.0,10.0,10.0,10.0,10.0,f,1
5963,f,Beyoglu,Entire home/apt,4,1 bath,2.0,2.0,"$1,142.00",3,1125,10.0,10.0,10.0,10.0,10.0,10.0,f,10
5964,f,Sariyer,Entire home/apt,1,1 bath,,1.0,$289.00,5,1125,,,,,,,f,3
5965,f,Beyoglu,Entire home/apt,3,1 bath,1.0,1.0,"$1,202.00",1,1123,10.0,10.0,10.0,10.0,10.0,10.0,t,4
5966,f,Sisli,Private room,2,1 shared bath,2.0,2.0,$121.00,1,1125,,,,,,,f,1
5967,f,Beyoglu,Private room,2,1 private bath,1.0,1.0,$175.00,1,600,9.0,9.0,10.0,10.0,9.0,8.0,t,13
5968,f,Fatih,Hotel room,2,1 bath,1.0,1.0,$260.00,1,90,9.0,8.0,10.0,10.0,10.0,8.0,t,2
5969,f,Buyukcekmece,Private room,1,1 private bath,1.0,1.0,$80.00,2,10,,,,,,,f,1
5970,f,Beylikduzu,Private room,3,1 shared bath,,3.0,$150.00,1,1125,,,,,,,f,2
5971,f,Beyoglu,Private room,1,1 shared bath,1.0,1.0,$143.00,1,30,8.0,8.0,8.0,8.0,8.0,8.0,f,1
5972,f,Besiktas,Entire home/apt,1,1 bath,1.0,1.0,$145.00,7,90,,,,,,,t,1
5973,f,Sisli,Private room,1,1.5 shared baths,1.0,1.0,$210.00,30,30,,,,,,,f,4
5974,f,Gungoren,Entire home/apt,4,1 bath,1.0,2.0,$407.00,5,90,10.0,10.0,10.0,10.0,10.0,10.0,t,2
5975,f,Sisli,Private room,1,1 shared bath,1.0,1.0,$80.00,3,1125,10.0,10.0,10.0,10.0,9.0,10.0,f,2
5976,f,Fatih,Entire home/apt,9,2 baths,3.0,10.0,$972.00,1,90,10.0,9.0,10.0,10.0,10.0,9.0,f,4
5977,f,Beyoglu,Entire home/apt,4,1 bath,1.0,1.0,$320.00,2,1125,,,,,,,t,1
5978,t,Beyoglu,Private room,2,1 shared bath,1.0,1.0,$114.00,1,1125,10.0,9.0,10.0,10.0,10.0,10.0,f,1
5979,f,Sisli,Private room,1,1 shared bath,1.0,1.0,$86.00,14,30,,,,,,,t,4
5980,f,Sisli,Entire home/apt,4,1 bath,1.0,1.0,$180.00,1,1125,10.0,9.0,10.0,10.0,10.0,9.0,t,7
5981,f,Fatih,Private room,2,1 shared bath,1.0,1.0,$143.00,1,1125,9.0,10.0,9.0,9.0,10.0,10.0,f,4
5982,f,Beyoglu,Entire home/apt,7,1 bath,2.0,2.0,$431.00,3,1125,9.0,9.0,10.0,10.0,10.0,9.0,t,2
5983,t,Tuzla,Entire home/apt,2,1 bath,1.0,1.0,$500.00,1,1125,10.0,10.0,10.0,10.0,10.0,9.0,f,4
5984,f,Kartal,Shared room,2,1 shared bath,1.0,1.0,$212.00,1,1125,,,,,,,t,1
5985,f,Fatih,Entire home/apt,10,2 baths,4.0,6.0,$952.00,1,120,10.0,10.0,10.0,9.0,10.0,10.0,t,6
5986,f,Beyoglu,Private room,2,1 private bath,1.0,1.0,$750.00,3,1125,2.0,6.0,2.0,2.0,8.0,8.0,t,1
5987,f,Besiktas,Private room,1,1 shared bath,1.0,1.0,$190.00,30,365,,,,,,,t,1
5988,f,Beylikduzu,Private room,2,1 shared bath,,2.0,$90.00,1,1125,10.0,10.0,10.0,10.0,10.0,8.0,t,1
5989,f,Fatih,Private room,2,1 private bath,1.0,2.0,$571.00,1,1125,8.0,9.0,6.0,8.0,7.0,7.0,t,2
5990,f,Fatih,Private room,1,1 shared bath,1.0,1.0,$100.00,1,1125,,,,,,,t,1
5991,t,Beyoglu,Entire home/apt,4,1 bath,2.0,3.0,$150.00,1,1125,10.0,10.0,10.0,10.0,10.0,10.0,t,1
5992,f,Sisli,Entire home/apt,3,1 bath,2.0,2.0,$150.00,15,15,,,,,,,f,3
5993,f,Kadikoy,Entire home/apt,2,1 bath,1.0,1.0,$295.00,1,120,9.0,8.0,9.0,10.0,9.0,9.0,t,6
5994,t,Beyoglu,Entire home/apt,2,1 bath,1.0,1.0,"$1,610.00",7,60,10.0,10.0,10.0,10.0,10.0,10.0,f,1
5995,f,Adalar,Entire home/apt,4,1 bath,3.0,4.0,$847.00,30,1125,,,,,,,f,1
5996,f,Sile,Private room,2,1 bath,,5.0,$150.00,5,1125,2.0,2.0,2.0,2.0,2.0,2.0,t,1
5997,f,Beyoglu,Entire home/apt,3,1 bath,2.0,2.0,$518.00,3,31,9.0,9.0,9.0,10.0,10.0,8.0,f,1
5998,f,Sisli,Entire home/apt,5,1 bath,2.0,3.0,$457.00,4,30,10.0,10.0,10.0,10.0,10.0,10.0,f,3
5999,f,Kadikoy,Entire home/apt,2,1 bath,1.0,1.0,$314.00,1,161,10.0,9.0,10.0,10.0,10.0,9.0,t,6
6000,f,Uskudar,Shared room,2,1 shared bath,1.0,1.0,$90.00,2,4,,,,,,,t,1
6001,f,Buyukcekmece,Entire home/apt,12,3.5 baths,5.0,7.0,$529.00,7,180,10.0,10.0,10.0,10.0,8.0,10.0,t,1
6002,f,Beyoglu,Hotel room,3,1 bath,1.0,1.0,$230.00,1,12,,,,,,,t,1
6003,f,Avcilar,Private room,3,1 shared bath,3.0,3.0,$80.00,1,1125,7.0,6.0,8.0,10.0,8.0,9.0,f,1
6004,f,Atasehir,Private room,1,1 shared bath,1.0,1.0,$80.00,1,1125,,,,,,,t,1
6005,f,Uskudar,Private room,2,1 shared bath,1.0,1.0,$144.00,1,1125,,,,,,,t,1
6006,f,Beyoglu,Hotel room,3,2 baths,1.0,1.0,"$9,516.00",2,1123,8.0,10.0,10.0,10.0,10.0,8.0,t,4
6007,f,Atasehir,Entire home/apt,3,1 bath,1.0,1.0,$963.00,1,365,,,,,,,t,2
6008,f,Kadikoy,Private room,1,1 shared bath,3.0,4.0,$89.00,1,1125,,,,,,,t,1
6009,f,Kagithane,Private room,3,1 shared bath,3.0,3.0,$454.00,1,30,,,,,,,f,2
6010,f,Adalar,Entire home/apt,2,1 bath,1.0,2.0,$300.00,1,1125,7.0,8.0,8.0,8.0,9.0,8.0,t,1
6011,f,Sisli,Entire home/apt,7,2.5 baths,3.0,6.0,"$1,041.00",1,1125,9.0,8.0,9.0,9.0,9.0,8.0,f,23
6012,f,Kadikoy,Private room,2,1 shared bath,1.0,1.0,$225.00,1,4,,,,,,,f,1
6013,f,Sisli,Private room,1,1 shared bath,1.0,2.0,$476.00,1,2,,,,,,,t,1
6014,f,Beyoglu,Private room,2,1 shared bath,1.0,1.0,$228.00,2,1125,,,,,,,f,7
6015,f,Sisli,Private room,2,1 shared bath,1.0,2.0,$108.00,1,30,,,,,,,t,1
6016,f,Beyoglu,Private room,2,1 private bath,1.0,1.0,$180.00,1,1125,9.0,9.0,10.0,9.0,9.0,8.0,t,4
6017,f,Kadikoy,Private room,2,1 shared bath,1.0,2.0,$514.00,7,60,9.0,10.0,10.0,10.0,10.0,9.0,t,2
6018,f,Beyoglu,Entire home/apt,8,2 baths,3.0,5.0,$672.00,2,90,9.0,9.0,10.0,10.0,10.0,9.0,f,2
6019,f,Kadikoy,Private room,1,1 shared bath,1.0,1.0,$80.00,1,1125,10.0,10.0,10.0,10.0,10.0,10.0,f,1
6020,f,Sisli,Entire home/apt,5,1 bath,1.0,1.0,$322.00,1,1125,9.0,8.0,10.0,10.0,9.0,9.0,f,4
6021,f,Kadikoy,Entire home/apt,2,1 bath,1.0,2.0,$402.00,2,15,9.0,9.0,10.0,9.0,10.0,9.0,f,1
6022,f,Beyoglu,Private room,1,1 shared bath,1.0,1.0,$171.00,10,1125,10.0,9.0,9.0,10.0,10.0,10.0,f,1
6023,t,Fatih,Private room,6,1 shared bath,2.0,5.0,$143.00,3,1125,10.0,10.0,10.0,10.0,10.0,10.0,t,2
6024,t,Sisli,Private room,2,1 shared bath,1.0,1.0,$233.00,2,1125,10.0,10.0,10.0,10.0,10.0,9.0,t,2
6025,f,Beyoglu,Entire home/apt,3,1 bath,,1.0,$180.00,3,1125,,,,,,,f,2
6026,t,Kucukcekmece,Private room,4,1 shared bath,1.0,1.0,$80.00,1,1125,10.0,10.0,10.0,10.0,10.0,10.0,t,1
6027,f,Fatih,Private room,2,1 shared bath,1.0,2.0,$300.00,1,20,10.0,8.0,10.0,10.0,9.0,9.0,t,2
6028,f,Sisli,Shared room,8,1 shared bath,1.0,4.0,$300.00,1,30,,,,,,,t,1
6029,f,Beyoglu,Private room,2,1 shared bath,1.0,1.0,$114.00,5,31,10.0,10.0,10.0,10.0,10.0,10.0,f,1
6030,f,Besiktas,Entire home/apt,2,1 bath,1.0,1.0,$381.00,2,5,8.0,10.0,10.0,10.0,10.0,9.0,f,1
