host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,room_type,accommodates,bathrooms_text,bedrooms,beds,minimum_nights,maximum_nights,has_availability,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,reviews_per_month,price
within a day,100.0,,0.0,3.0,3.0,1.0,1.0,1,1,4,1,1.0,2.0,2,365,1,63,0,0,92.0,9.0,9.0,9.0,10.0,9.0,9.0,1,3,0.63,619.0
within an hour,100.0,100.0,0.0,9.0,9.0,1.0,0.0,1,1,5,2,2.0,4.0,3,365,1,10,9,0,93.0,9.0,9.0,9.0,10.0,10.0,9.0,0,7,0.82,818.0
,,,0.0,1.0,1.0,1.0,0.0,2,2,4,1,1.0,4.0,2,60,1,1,0,0,,10.0,8.0,10.0,10.0,10.0,8.0,1,1,0.01,381.0
within a day,100.0,86.0,0.0,1.0,1.0,1.0,0.0,1,1,3,1,2.0,2.0,5,1125,1,40,4,0,92.0,10.0,9.0,10.0,10.0,9.0,10.0,0,1,0.45,190.0
,,,0.0,6.0,6.0,1.0,0.0,1,1,5,1,2.0,2.0,5,1125,1,1,0,0,43.0,2.0,6.0,6.0,4.0,6.0,2.0,0,7,0.01,942.0
within a day,71.0,0.0,0.0,2.0,2.0,1.0,1.0,2,1,4,1,1.0,1.0,1,1125,1,22,0,0,92.0,10.0,9.0,9.0,10.0,9.0,9.0,0,1,0.23,476.0
within a few hours,100.0,100.0,0.0,1.0,1.0,1.0,1.0,2,1,4,2,2.0,1.0,3,1125,1,22,8,0,84.0,9.0,8.0,9.0,9.0,10.0,9.0,1,1,0.22,177.0
within an hour,100.0,100.0,0.0,16.0,16.0,1.0,1.0,3,2,4,2,1.0,6.0,2,200,1,23,2,0,81.0,9.0,8.0,9.0,10.0,9.0,9.0,1,15,0.23,113.0
,,,0.0,3.0,3.0,1.0,0.0,5,2,6,1,3.0,3.0,2,1125,1,26,0,0,94.0,10.0,9.0,10.0,10.0,10.0,10.0,0,2,0.27,326.0
within an hour,100.0,100.0,1.0,4.0,4.0,1.0,1.0,1,1,2,1,1.0,1.0,2,120,1,42,10,0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,1,5,0.62,466.0
within a few hours,100.0,100.0,0.0,4.0,4.0,1.0,1.0,13,1,4,1,1.0,2.0,6,1125,1,12,0,0,93.0,9.0,9.0,9.0,9.0,9.0,9.0,1,1,0.19,799.0
,,,0.0,1.0,1.0,1.0,1.0,2,2,1,1,1.0,1.0,2,1825,1,3,0,0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,1,0.05,190.0
within an hour,100.0,100.0,0.0,9.0,9.0,1.0,0.0,5,1,5,1,1.0,3.0,3,30,1,0,0,0,,,,,,,,0,7,,1127.0
,,,0.0,5.0,5.0,1.0,0.0,1,1,6,1,2.0,4.0,1,1125,1,9,0,0,87.0,8.0,9.0,10.0,10.0,9.0,10.0,0,5,0.09,1427.0
,,,0.0,1.0,1.0,1.0,0.0,2,2,2,1,1.0,1.0,1,1125,1,2,0,0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,1,0.02,218.0
,,,0.0,1.0,1.0,1.0,1.0,21,1,4,1,1.0,1.0,2,1125,1,2,0,0,91.0,8.0,10.0,10.0,10.0,8.0,10.0,0,1,0.02,481.0
,,,0.0,2.0,2.0,1.0,0.0,3,2,1,0,1.0,1.0,20,210,1,9,0,0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,2,0.09,95.0
a few days or more,0.0,,0.0,2.0,2.0,1.0,0.0,3,1,5,1,2.0,1.0,1,14,1,3,0,0,77.0,7.0,9.0,7.0,7.0,8.0,7.0,0,2,0.03,1037.0
within a day,100.0,,0.0,1.0,1.0,1.0,1.0,2,2,1,1,1.0,1.0,1,1125,1,42,0,0,95.0,9.0,8.0,10.0,10.0,9.0,10.0,0,1,0.41,95.0
within an hour,100.0,100.0,1.0,11.0,11.0,1.0,1.0,1,1,6,2,3.0,4.0,2,60,1,64,15,0,97.0,10.0,10.0,10.0,10.0,10.0,9.0,1,13,0.98,761.0
within an hour,100.0,100.0,1.0,11.0,11.0,1.0,1.0,1,1,6,2,3.0,3.0,2,60,1,96,21,2,95.0,10.0,10.0,10.0,10.0,10.0,10.0,1,13,0.96,761.0
a few days or more,0.0,0.0,0.0,1.0,1.0,1.0,1.0,4,2,1,1,1.0,1.0,1,14,1,0,0,0,,,,,,,,0,1,,122.0
within an hour,100.0,100.0,1.0,11.0,11.0,1.0,1.0,1,1,5,1,2.0,3.0,2,60,1,89,15,1,97.0,10.0,10.0,10.0,10.0,10.0,10.0,1,13,0.88,483.0
within an hour,100.0,100.0,1.0,11.0,11.0,1.0,1.0,1,1,2,1,1.0,1.0,2,60,1,169,21,0,94.0,10.0,10.0,10.0,10.0,9.0,9.0,1,13,1.71,390.0
within an hour,80.0,77.0,0.0,13.0,13.0,1.0,1.0,1,1,6,1,2.0,2.0,2,1125,1,94,0,0,92.0,9.0,9.0,10.0,10.0,10.0,9.0,0,11,0.93,942.0
within an hour,100.0,100.0,0.0,2.0,2.0,1.0,1.0,1,1,8,2,3.0,8.0,3,1125,1,129,6,0,93.0,10.0,9.0,10.0,10.0,10.0,9.0,0,1,1.35,523.0
within an hour,100.0,100.0,0.0,6.0,6.0,1.0,1.0,1,2,1,1,1.0,1.0,3,1095,1,16,0,0,85.0,9.0,8.0,10.0,10.0,7.0,9.0,1,6,0.2,129.0
within an hour,100.0,100.0,0.0,6.0,6.0,1.0,1.0,1,1,3,1,1.0,1.0,2,1095,1,54,3,0,93.0,9.0,9.0,10.0,10.0,8.0,9.0,1,6,0.53,282.0
within an hour,100.0,86.0,0.0,1.0,1.0,1.0,0.0,1,1,4,2,2.0,2.0,8,1125,1,11,1,0,94.0,10.0,9.0,9.0,10.0,10.0,9.0,0,1,0.12,657.0
,,,0.0,1.0,1.0,1.0,0.0,4,2,2,1,1.0,2.0,1,1125,1,0,0,0,,,,,,,,0,1,,241.0
,,0.0,0.0,3.0,3.0,1.0,0.0,1,2,2,2,1.0,2.0,1,45,1,47,0,0,97.0,10.0,10.0,10.0,10.0,10.0,9.0,0,3,0.48,443.0
,,,0.0,5.0,5.0,1.0,0.0,1,1,5,1,2.0,2.0,2,1125,1,22,0,0,80.0,8.0,7.0,9.0,9.0,8.0,8.0,0,5,0.22,571.0
within a day,100.0,,0.0,1.0,1.0,1.0,1.0,5,1,4,2,2.0,2.0,5,1125,1,13,0,0,96.0,9.0,10.0,10.0,10.0,10.0,10.0,0,1,0.14,724.0
a few days or more,0.0,,0.0,2.0,2.0,1.0,0.0,3,2,4,1,1.0,3.0,1,1125,1,0,0,0,,,,,,,,0,2,,1142.0
,,,0.0,1.0,1.0,1.0,0.0,5,2,2,1,1.0,1.0,1,1125,1,0,0,0,,,,,,,,0,1,,1323.0
within an hour,100.0,100.0,0.0,6.0,6.0,1.0,1.0,1,2,1,1,1.0,1.0,3,365,1,22,1,0,90.0,9.0,8.0,10.0,9.0,8.0,8.0,1,6,0.25,121.0
within a few hours,100.0,97.0,1.0,2.0,2.0,1.0,1.0,2,1,6,1,2.0,3.0,3,30,1,292,13,0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,1,2,2.91,475.0
,,,0.0,2.0,2.0,1.0,1.0,2,1,6,2,2.0,3.0,2,30,1,1,0,0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,2,0.02,1047.0
,,100.0,1.0,3.0,3.0,1.0,1.0,3,1,7,3,5.0,5.0,2,1825,1,9,1,0,98.0,10.0,10.0,10.0,10.0,10.0,9.0,0,3,0.1,1523.0
within an hour,100.0,100.0,0.0,6.0,6.0,1.0,1.0,1,1,3,1,1.0,1.0,3,1125,1,85,7,0,92.0,9.0,9.0,9.0,9.0,10.0,10.0,1,6,1.02,209.0
,,,0.0,2.0,2.0,1.0,0.0,1,2,2,1,1.0,1.0,3,30,1,0,0,0,,,,,,,,0,2,,428.0
a few days or more,0.0,,0.0,4.0,4.0,1.0,0.0,11,2,5,1,1.0,4.0,5,1125,1,2,0,0,60.0,8.0,9.0,8.0,8.0,5.0,8.0,0,4,0.02,1444.0
,,,0.0,1.0,1.0,1.0,1.0,1,2,1,1,1.0,1.0,2,60,1,0,0,0,,,,,,,,0,1,,241.0
within a few hours,86.0,25.0,0.0,2.0,2.0,1.0,1.0,5,1,6,2,3.0,3.0,2,1125,1,16,1,0,93.0,10.0,10.0,9.0,10.0,9.0,9.0,0,1,0.16,1207.0
within an hour,100.0,100.0,1.0,4.0,4.0,1.0,0.0,1,2,2,1,1.0,2.0,7,1125,1,16,0,0,85.0,8.0,8.0,9.0,9.0,10.0,9.0,1,3,0.16,266.0
within an hour,100.0,100.0,0.0,6.0,6.0,1.0,1.0,1,2,1,1,1.0,1.0,3,1095,1,25,6,0,86.0,9.0,9.0,10.0,9.0,8.0,9.0,1,6,0.27,145.0
within an hour,100.0,100.0,0.0,6.0,6.0,1.0,1.0,1,2,1,1,1.0,1.0,3,1095,1,5,0,0,84.0,9.0,9.0,9.0,9.0,6.0,8.0,0,6,0.05,121.0
within an hour,100.0,100.0,1.0,2.0,2.0,1.0,1.0,2,1,5,2,2.0,2.0,2,30,1,150,11,0,96.0,10.0,9.0,10.0,10.0,10.0,10.0,1,2,1.51,539.0
a few days or more,0.0,,0.0,4.0,4.0,1.0,0.0,11,2,2,1,1.0,1.0,5,1125,1,2,0,0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,4,0.02,578.0
,,,0.0,5.0,5.0,1.0,0.0,1,1,6,1,2.0,5.0,30,1125,1,23,0,0,88.0,8.0,8.0,9.0,9.0,9.0,9.0,1,5,0.23,897.0
a few days or more,0.0,,0.0,4.0,4.0,1.0,0.0,11,2,2,1,1.0,1.0,5,1125,1,0,0,0,,,,,,,,0,4,,578.0
a few days or more,0.0,,0.0,4.0,4.0,1.0,0.0,11,2,1,1,1.0,1.0,5,1125,1,1,0,0,100.0,,,,,,,0,4,0.01,385.0
within an hour,90.0,33.0,0.0,3.0,3.0,1.0,1.0,2,1,4,1,2.0,1.0,2,1125,1,30,2,0,94.0,9.0,10.0,10.0,10.0,9.0,10.0,0,3,1.51,204.0
,,,0.0,2.0,2.0,1.0,0.0,2,1,1,1,1.0,1.0,3,1125,1,0,0,0,,,,,,,,0,2,,530.0
,,,0.0,1.0,1.0,1.0,0.0,1,2,1,1,1.0,1.0,1,1825,1,0,0,0,,,,,,,,0,1,,571.0
within a few hours,100.0,,1.0,8.0,8.0,1.0,1.0,1,1,4,1,1.0,1.0,1,365,1,1,0,0,,8.0,6.0,10.0,10.0,8.0,8.0,0,5,0.01,381.0
within an hour,100.0,100.0,1.0,4.0,4.0,1.0,0.0,1,2,2,1,1.0,1.0,7,30,1,11,0,0,92.0,10.0,8.0,9.0,9.0,10.0,10.0,1,3,0.11,238.0
within an hour,100.0,84.0,1.0,11.0,11.0,1.0,1.0,5,2,2,1,1.0,2.0,7,1125,1,45,0,0,95.0,10.0,10.0,9.0,10.0,9.0,9.0,0,11,0.45,124.0
,,,0.0,1.0,1.0,1.0,0.0,3,2,4,1,1.0,1.0,1,1125,1,0,0,0,,,,,,,,0,1,,1127.0
,,,0.0,2.0,2.0,1.0,0.0,4,2,1,1,1.0,1.0,1,1125,1,0,0,0,,,,,,,,0,2,,381.0
,,,0.0,1.0,1.0,1.0,0.0,1,2,1,1,1.0,,1,30,1,0,0,0,,,,,,,,0,1,,238.0
,,,0.0,1.0,1.0,1.0,0.0,3,2,5,2,1.0,5.0,1,1125,1,0,0,0,,,,,,,,0,1,,1169.0
within a few hours,80.0,90.0,0.0,10.0,10.0,1.0,1.0,4,2,2,1,1.0,1.0,7,14,1,7,0,0,97.0,10.0,10.0,9.0,10.0,9.0,10.0,1,3,0.07,385.0
within a few hours,100.0,74.0,0.0,8.0,8.0,1.0,1.0,4,2,13,3,1.0,13.0,30,1125,1,4,0,0,95.0,10.0,8.0,10.0,10.0,10.0,10.0,0,4,0.04,86.0
,,100.0,1.0,3.0,3.0,1.0,1.0,3,3,3,2,2.0,2.0,1,1125,1,83,3,0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,1,3,0.9,381.0
,,100.0,1.0,3.0,3.0,1.0,1.0,3,3,4,2,3.0,3.0,1,1125,1,37,1,0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,1,3,0.4,381.0
,,,0.0,1.0,1.0,1.0,0.0,11,2,1,1,1.0,1.0,1,1125,1,0,0,0,,,,,,,,0,1,,611.0
,,,0.0,1.0,1.0,1.0,0.0,3,2,2,1,1.0,1.0,1,180,1,0,0,0,,,,,,,,1,1,,517.0
within an hour,100.0,25.0,0.0,1.0,1.0,1.0,1.0,2,1,3,2,2.0,2.0,3,300,1,21,1,0,92.0,9.0,10.0,10.0,10.0,10.0,10.0,1,1,0.59,360.0
,,,0.0,1.0,1.0,1.0,0.0,1,1,3,1,1.0,1.0,1,1125,1,0,0,0,,,,,,,,0,1,,797.0
within an hour,100.0,96.0,1.0,2.0,2.0,1.0,1.0,1,1,7,2,2.0,4.0,3,1125,1,204,11,2,94.0,10.0,10.0,10.0,10.0,10.0,10.0,0,1,2.04,666.0
,,,0.0,1.0,1.0,1.0,0.0,34,2,1,1,1.0,,1,3,1,0,0,0,,,,,,,,0,1,,1263.0
,,,0.0,2.0,2.0,1.0,0.0,1,2,1,1,1.0,1.0,360,365,1,0,0,0,,,,,,,,0,1,,276.0
within an hour,99.0,100.0,0.0,22.0,22.0,1.0,1.0,3,1,2,1,1.0,1.0,1,1125,1,56,10,0,83.0,8.0,9.0,9.0,9.0,9.0,8.0,1,21,0.58,171.0
within a few hours,100.0,74.0,0.0,8.0,8.0,1.0,1.0,4,1,11,2,4.0,8.0,2,1125,1,40,2,0,90.0,9.0,9.0,10.0,10.0,10.0,9.0,0,4,0.4,571.0
,,,0.0,1.0,1.0,1.0,0.0,1,4,1,1,1.0,1.0,1,1125,1,0,0,0,,,,,,,,0,1,,476.0
,,,0.0,1.0,1.0,1.0,0.0,3,2,1,1,1.0,1.0,1,1125,1,0,0,0,,,,,,,,0,1,,241.0
within an hour,100.0,80.0,1.0,5.0,5.0,1.0,1.0,2,1,3,1,1.0,1.0,3,365,1,12,0,0,88.0,9.0,9.0,10.0,9.0,10.0,9.0,0,5,0.12,684.0
,,,0.0,1.0,1.0,1.0,0.0,1,2,2,1,1.0,1.0,2,1125,1,0,0,0,,,,,,,,0,1,,476.0
within a few hours,95.0,100.0,1.0,9.0,9.0,1.0,1.0,1,1,6,2,3.0,4.0,1,365,1,70,9,0,96.0,9.0,10.0,10.0,10.0,10.0,9.0,0,11,0.79,1713.0
within an hour,100.0,100.0,1.0,4.0,4.0,1.0,0.0,1,1,4,1,2.0,3.0,3,30,1,88,6,0,92.0,10.0,9.0,10.0,10.0,10.0,10.0,0,3,0.88,457.0
within a few hours,95.0,100.0,1.0,9.0,9.0,1.0,1.0,1,1,5,2,2.0,2.0,2,180,1,27,3,0,96.0,10.0,10.0,10.0,9.0,10.0,9.0,1,11,0.37,904.0
within a few hours,95.0,100.0,1.0,9.0,9.0,1.0,1.0,1,1,3,1,1.0,0.0,2,180,1,9,1,0,100.0,10.0,10.0,10.0,10.0,10.0,9.0,0,11,0.1,571.0
a few days or more,40.0,,0.0,1.0,1.0,1.0,1.0,4,1,5,2,3.0,7.0,4,30,1,8,0,0,100.0,10.0,9.0,10.0,10.0,10.0,10.0,0,1,0.08,529.0
within a few hours,95.0,100.0,1.0,9.0,9.0,1.0,1.0,1,1,3,1,1.0,1.0,2,150,1,13,2,0,97.0,10.0,10.0,10.0,9.0,10.0,9.0,0,11,0.21,571.0
within a few hours,95.0,100.0,1.0,9.0,9.0,1.0,1.0,1,1,3,1,1.0,1.0,2,150,1,4,0,0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,11,0.06,571.0
within a few hours,95.0,100.0,1.0,9.0,9.0,1.0,1.0,1,1,4,1,1.0,1.0,2,180,1,12,0,0,98.0,9.0,10.0,10.0,10.0,9.0,10.0,0,11,0.12,1332.0
within an hour,100.0,100.0,0.0,8.0,8.0,1.0,1.0,3,1,2,1,1.0,2.0,2,1125,1,177,5,0,86.0,9.0,9.0,9.0,10.0,9.0,9.0,1,8,1.86,270.0
within an hour,100.0,100.0,0.0,8.0,8.0,1.0,1.0,3,1,6,2,2.0,3.0,2,1125,1,169,7,1,87.0,9.0,9.0,9.0,9.0,9.0,9.0,1,8,1.94,329.0
,,,0.0,1.0,1.0,1.0,0.0,17,2,1,1,1.0,,1,1125,1,0,0,0,,,,,,,,0,1,,481.0
,,,0.0,2.0,2.0,1.0,1.0,3,2,2,1,1.0,1.0,1,1125,1,33,0,0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,0,2,0.33,163.0
within a day,100.0,100.0,0.0,2.0,2.0,1.0,0.0,1,1,5,1,2.0,2.0,1,1125,1,5,1,0,88.0,8.0,8.0,9.0,10.0,9.0,8.0,1,1,0.24,1427.0
within an hour,100.0,100.0,0.0,8.0,8.0,1.0,1.0,3,1,4,1,1.0,2.0,2,1125,1,177,6,0,91.0,9.0,9.0,9.0,9.0,9.0,9.0,1,8,1.92,337.0
within an hour,100.0,100.0,0.0,8.0,8.0,1.0,1.0,3,1,2,1,1.0,1.0,2,1125,1,204,10,2,91.0,9.0,9.0,10.0,9.0,9.0,9.0,1,8,2.07,261.0
,,,0.0,1.0,1.0,1.0,0.0,2,1,3,1,2.0,2.0,3,14,1,0,0,0,,,,,,,,0,1,,1047.0
within an hour,100.0,84.0,1.0,11.0,11.0,1.0,1.0,5,2,2,1,1.0,1.0,7,1000,1,23,1,0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,0,11,0.23,114.0
within an hour,100.0,93.0,0.0,1.0,1.0,1.0,0.0,5,1,4,2.5,2.0,2.0,2,200,1,75,4,1,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0,1,0.77,495.0
,,,0.0,1.0,1.0,1.0,0.0,2,2,2,2,1.0,2.0,1,1825,1,0,0,0,,,,,,,,0,1,,952.0
,,,0.0,1.0,1.0,1.0,1.0,11,2,1,1,1.0,1.0,180,1825,1,0,0,0,,,,,,,,1,1,,687.0
within an hour,100.0,70.0,1.0,2.0,2.0,1.0,1.0,18,1,3,1,1.0,2.0,5,365,1,45,2,0,99.0,10.0,10.0,10.0,10.0,9.0,10.0,0,2,1.08,578.0
,,,0.0,1.0,1.0,1.0,1.0,1,2,1,1,1.0,1.0,5,365,1,1,0,0,97.0,10.0,10.0,8.0,10.0,10.0,10.0,0,1,0.01,517.0
within a few hours,80.0,100.0,1.0,4.0,4.0,1.0,1.0,3,1,2,2,1.0,2.0,14,1125,1,29,2,0,93.0,9.0,10.0,10.0,10.0,9.0,9.0,1,4,0.46,419.0
within a few hours,80.0,100.0,1.0,4.0,4.0,1.0,1.0,3,1,2,1,1.0,1.0,14,1125,1,34,3,1,90.0,9.0,9.0,9.0,9.0,9.0,9.0,1,4,0.54,367.0
within an hour,100.0,100.0,0.0,5.0,5.0,1.0,1.0,3,1,8,3,2.0,2.0,1,1125,1,3,0,0,93.0,9.0,9.0,9.0,9.0,9.0,8.0,0,2,0.06,2202.0
,,0.0,0.0,1.0,1.0,1.0,0.0,2,2,1,1,1.0,1.0,3,150,1,36,0,0,98.0,9.0,9.0,10.0,10.0,9.0,10.0,0,1,0.42,95.0
within an hour,94.0,100.0,0.0,14.0,14.0,1.0,1.0,1,1,4,1,1.0,2.0,3,364,1,25,0,0,82.0,8.0,9.0,8.0,9.0,10.0,8.0,1,3,0.25,500.0
within a few hours,100.0,0.0,0.0,0.0,0.0,1.0,0.0,5,2,2,1,1.0,1.0,1,1125,1,10,0,0,92.0,9.0,8.0,10.0,10.0,9.0,9.0,0,3,0.1,298.0
a few days or more,0.0,0.0,0.0,2.0,2.0,1.0,0.0,2,1,2,1,1.0,1.0,180,1125,1,6,0,0,100.0,8.0,9.0,10.0,10.0,10.0,10.0,0,2,0.06,209.0
within an hour,100.0,100.0,1.0,3.0,3.0,1.0,1.0,2,1,2,1,1.0,1.0,2,1125,1,187,35,0,96.0,10.0,9.0,10.0,10.0,10.0,10.0,1,2,1.91,273.0
within an hour,100.0,100.0,1.0,5.0,5.0,1.0,1.0,1,1,3,1,1.0,2.0,2,180,1,332,30,3,95.0,10.0,9.0,10.0,10.0,10.0,9.0,1,5,3.41,239.0
within an hour,100.0,75.0,0.0,5.0,5.0,1.0,1.0,1,1,3,1,2.0,2.0,2,1125,1,30,1,1,94.0,10.0,10.0,10.0,10.0,9.0,9.0,1,2,0.31,607.0
within an hour,100.0,50.0,0.0,11.0,11.0,1.0,1.0,23,2,4,2,2.0,2.0,1,1125,1,19,0,0,93.0,9.0,9.0,10.0,10.0,9.0,9.0,0,8,0.25,204.0
,,,0.0,1.0,1.0,1.0,0.0,2,1,4,1,2.0,,1,1125,1,0,0,0,,,,,,,,0,1,,966.0
,,,0.0,1.0,1.0,1.0,0.0,5,2,2,3,1.0,2.0,1,1125,1,0,0,0,,,,,,,,0,1,,333.0
a few days or more,0.0,,0.0,1.0,1.0,1.0,0.0,25,1,3,1,1.0,1.0,1,1125,1,3,0,0,100.0,10.0,10.0,10.0,10.0,9.0,9.0,0,1,0.03,448.0
,,,0.0,1.0,1.0,1.0,0.0,23,2,5,2,1.0,5.0,1,1125,1,0,0,0,,,,,,,,0,1,,3258.0
,,,0.0,1.0,1.0,1.0,0.0,32,2,2,2,1.0,1.0,1,1125,1,0,0,0,,,,,,,,0,1,,578.0
within an hour,100.0,67.0,0.0,6.0,6.0,1.0,1.0,19,1,6,1,2.0,6.0,7,1125,1,2,0,0,90.0,10.0,9.0,8.0,9.0,8.0,9.0,0,6,0.02,645.0
within an hour,100.0,67.0,0.0,6.0,6.0,1.0,1.0,19,1,5,2,2.0,5.0,7,1125,1,2,0,0,80.0,8.0,10.0,9.0,10.0,8.0,9.0,0,6,0.03,472.0
,,,0.0,1.0,1.0,1.0,0.0,21,4,1,1,1.0,1.0,1,1125,1,0,0,0,,,,,,,,0,1,,674.0
within an hour,100.0,,0.0,1.0,1.0,1.0,0.0,6,2,4,1,1.0,2.0,1,1125,1,1,0,0,93.0,10.0,10.0,10.0,8.0,8.0,10.0,0,1,0.01,1140.0
,,,0.0,1.0,1.0,1.0,0.0,11,2,2,1,1.0,0.0,6,30,1,0,0,0,,,,,,,,0,1,,815.0
,,,0.0,1.0,1.0,1.0,0.0,2,1,2,1,1.0,1.0,6,60,1,0,0,0,,,,,,,,0,1,,761.0
,,,0.0,1.0,1.0,1.0,0.0,33,1,3,1,1.0,1.0,1,1125,1,0,0,0,,,,,,,,0,1,,481.0
within an hour,100.0,100.0,0.0,14.0,14.0,1.0,1.0,1,1,2,1,1.0,1.0,1,1125,1,314,25,5,94.0,10.0,10.0,10.0,10.0,10.0,10.0,1,13,4.03,207.0
,,,0.0,1.0,1.0,1.0,0.0,3,2,1,1,1.0,1.0,1,1125,1,0,0,0,,,,,,,,0,1,,190.0
,,,0.0,1.0,1.0,1.0,0.0,5,2,2,1,1.0,1.0,1,7,1,0,0,0,,,,,,,,0,1,,333.0
,,,0.0,2.0,2.0,1.0,0.0,12,1,3,1,1.0,,2,1825,1,0,0,0,,,,,,,,0,2,,770.0
,,,0.0,1.0,1.0,1.0,0.0,1,1,4,1,2.0,1.0,3,30,1,4,0,0,93.0,10.0,10.0,9.0,9.0,9.0,10.0,1,1,0.04,952.0
,,,0.0,1.0,1.0,1.0,1.0,5,2,2,1,1.0,1.0,1,21,1,0,0,0,,,,,,,,0,1,,289.0
within an hour,100.0,100.0,1.0,9.0,9.0,1.0,1.0,25,1,8,2,4.0,5.0,3,1125,1,3,0,0,67.0,10.0,8.0,10.0,10.0,6.0,6.0,0,8,0.04,2405.0
,,,0.0,1.0,1.0,1.0,0.0,28,2,1,1,1.0,1.0,1,1125,1,0,0,0,,,,,,,,0,1,,337.0
,,,0.0,1.0,1.0,1.0,1.0,5,2,2,1,1.0,1.0,3,14,1,1,0,0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,1,0.02,619.0
,,,0.0,2.0,2.0,1.0,1.0,3,2,1,1,1.0,1.0,2,1125,1,13,0,0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,2,0.13,121.0
within a few hours,80.0,90.0,0.0,10.0,10.0,1.0,1.0,4,2,1,1,1.0,1.0,7,7,1,11,0,0,94.0,10.0,10.0,9.0,10.0,9.0,9.0,0,3,0.13,241.0
within a few hours,100.0,0.0,0.0,4.0,4.0,1.0,0.0,2,2,2,2,1.0,1.0,1,7,1,0,0,0,,,,,,,,0,4,,337.0
,,,0.0,1.0,1.0,1.0,1.0,4,2,2,1,1.0,1.0,1,1125,1,0,0,0,,,,,,,,0,1,,143.0
,,,0.0,2.0,2.0,1.0,0.0,12,4,3,1,1.0,,1,1125,1,0,0,0,,,,,,,,0,2,,770.0
,,,0.0,1.0,1.0,1.0,0.0,15,2,2,1,1.0,,1,1125,1,0,0,0,,,,,,,,0,1,,611.0
within a few hours,100.0,0.0,0.0,4.0,4.0,1.0,0.0,4,1,5,1,2.0,2.0,2,1125,1,4,0,0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,4,0.06,963.0
,,,0.0,1.0,1.0,1.0,0.0,1,1,3,1,2.0,2.0,5,1125,1,9,0,0,58.0,7.0,4.0,8.0,8.0,7.0,7.0,0,1,0.1,466.0
,,,0.0,1.0,1.0,1.0,0.0,1,2,3,2,1.0,2.0,2,31,1,63,0,0,90.0,9.0,9.0,10.0,10.0,10.0,9.0,0,1,0.76,285.0
within an hour,100.0,95.0,1.0,2.0,2.0,1.0,0.0,6,1,3,1,2.0,3.0,3,180,1,68,6,1,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,2,0.74,424.0
within an hour,97.0,70.0,0.0,1.0,1.0,1.0,1.0,2,1,2,1,1.0,1.0,2,1125,1,36,0,0,91.0,9.0,9.0,9.0,10.0,9.0,9.0,0,12,0.4,230.0
,,,0.0,1.0,1.0,1.0,0.0,1,1,4,1,1.0,,3,60,1,0,0,0,,,,,,,,0,1,,952.0
,,,0.0,1.0,1.0,1.0,0.0,6,2,2,1,1.0,2.0,1,365,1,1,0,0,100.0,10.0,10.0,10.0,10.0,8.0,10.0,0,1,0.01,578.0
,,0.0,0.0,1.0,1.0,1.0,0.0,2,1,2,1,3.0,1.0,180,1095,1,0,0,0,,,,,,,,0,1,,200.0
,,100.0,0.0,1.0,1.0,1.0,1.0,3,1,7,2,2.0,4.0,2,2147483647,1,128,6,0,92.0,9.0,9.0,10.0,10.0,10.0,9.0,1,1,1.39,440.0
,,,0.0,1.0,1.0,1.0,1.0,5,2,2,1,1.0,,1,1125,1,0,0,0,,,,,,,,0,1,,1142.0
,,,0.0,1.0,1.0,1.0,0.0,8,2,1,1,1.0,1.0,1,1125,1,0,0,0,,,,,,,,0,1,,367.0
,,,0.0,1.0,1.0,1.0,0.0,2,1,4,1,3.0,3.0,1,5,1,1,0,0,80.0,8.0,8.0,10.0,10.0,8.0,8.0,0,1,0.01,952.0
within an hour,100.0,100.0,0.0,6.0,6.0,1.0,1.0,1,1,2,1,1.0,1.0,2,1095,1,33,4,1,87.0,9.0,9.0,10.0,10.0,8.0,9.0,1,6,0.37,161.0
,,,0.0,1.0,1.0,1.0,1.0,1,2,2,1,1.0,1.0,2,1125,1,1,0,0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,0,1,0.01,143.0
